,Unnamed: 0,Time.results.were.received,MD5.hash.of.participant.s.IP.address,Controller.name,Item.number,Element.number,Type,Group.Ibex,PennElementType,PennElementName,Parameter,Value,EventTime,ID,Study,SentNumber,WhichCategory,Matrix,Subject,Predicate,SentType,Negation,CompTruth,SubStat,Token,MatchingCategory,MismatchingCategory,Group,Comments,study,order,goal,Verb
663,664,1587060259,1870fce1b7f69d4e897b5fd63b56469f,PennController,28,1,test,,PennController,29,_Trial_,Start,1587060241679.0,17410,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,tortoises,reptiles,mammals,I,,cb,2,none,know
664,665,1587060259,1870fce1b7f69d4e897b5fd63b56469f,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587060243374.0,17410,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,tortoises,reptiles,mammals,I,,cb,2,none,know
665,666,1587060259,1870fce1b7f69d4e897b5fd63b56469f,PennController,28,1,test,,PennController,29,_Trial_,End,1587060243375.0,17410,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,tortoises,reptiles,mammals,I,,cb,2,none,know
743,744,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,24,1,test,,PennController,25,_Trial_,Start,1587061775219.0,18736,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,A,,cb,2,none,know
744,745,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,24,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061778782.0,18736,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,A,,cb,2,none,know
745,746,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,24,1,test,,PennController,25,_Trial_,End,1587061778783.0,18736,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,A,,cb,2,none,know
747,748,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,27,1,test,,PennController,28,_Trial_,Start,1587061781152.0,18736,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,beetles,insects,fishes,A,,cb,2,none,know
748,749,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,27,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061785767.0,18736,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,beetles,insects,fishes,A,,cb,2,none,know
749,750,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,27,1,test,,PennController,28,_Trial_,End,1587061785768.0,18736,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,beetles,insects,fishes,A,,cb,2,none,know
751,752,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,25,1,test,,PennController,26,_Trial_,Start,1587061788144.0,18736,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,A,,cb,2,none,know
752,753,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,25,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061792253.0,18736,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,A,,cb,2,none,know
753,754,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,25,1,test,,PennController,26,_Trial_,End,1587061792253.0,18736,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,A,,cb,2,none,know
755,756,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,18,1,test,,PennController,19,_Trial_,Start,1587061794267.0,18736,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,salmon,fishes,birds,A,,cb,2,none,know
756,757,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,18,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061797512.0,18736,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,salmon,fishes,birds,A,,cb,2,none,know
757,758,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,18,1,test,,PennController,19,_Trial_,End,1587061797513.0,18736,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,salmon,fishes,birds,A,,cb,2,none,know
759,760,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,26,1,test,,PennController,27,_Trial_,Start,1587061799891.0,18736,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,tortoises,reptiles,mammals,A,,cb,2,none,know
760,761,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,26,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061800867.0,18736,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,tortoises,reptiles,mammals,A,,cb,2,none,know
761,762,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,26,1,test,,PennController,27,_Trial_,End,1587061800870.0,18736,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,tortoises,reptiles,mammals,A,,cb,2,none,know
767,768,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,23,1,test,,PennController,24,_Trial_,Start,1587061808958.0,18736,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,cows,mammals,fruit,A,,cb,2,none,know
768,769,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,23,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061811781.0,18736,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,cows,mammals,fruit,A,,cb,2,none,know
769,770,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,23,1,test,,PennController,24,_Trial_,End,1587061811781.0,18736,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,cows,mammals,fruit,A,,cb,2,none,know
775,776,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,29,1,test,,PennController,30,_Trial_,Start,1587061821290.0,18736,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,bees,insects,fishes,A,,cb,2,none,know
776,777,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061823256.0,18736,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,bees,insects,fishes,A,,cb,2,none,know
777,778,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,29,1,test,,PennController,30,_Trial_,End,1587061823257.0,18736,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,bees,insects,fishes,A,,cb,2,none,know
779,780,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,21,1,test,,PennController,22,_Trial_,Start,1587061825274.0,18736,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,monkeys,mammals,fruit,A,,cb,2,none,know
780,781,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,21,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061829361.0,18736,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,monkeys,mammals,fruit,A,,cb,2,none,know
781,782,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,21,1,test,,PennController,22,_Trial_,End,1587061829362.0,18736,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,monkeys,mammals,fruit,A,,cb,2,none,know
787,788,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,20,1,test,,PennController,21,_Trial_,Start,1587061839250.0,18736,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,tunas,fishes,birds,A,,cb,2,none,know
788,789,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,20,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061840312.0,18736,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,tunas,fishes,birds,A,,cb,2,none,know
789,790,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,20,1,test,,PennController,21,_Trial_,End,1587061840312.0,18736,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,tunas,fishes,birds,A,,cb,2,none,know
791,792,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,22,1,test,,PennController,23,_Trial_,Start,1587061842677.0,18736,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,trouts,fishes,birds,A,,cb,2,none,know
792,793,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,22,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061847391.0,18736,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,trouts,fishes,birds,A,,cb,2,none,know
793,794,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,22,1,test,,PennController,23,_Trial_,End,1587061847392.0,18736,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,trouts,fishes,birds,A,,cb,2,none,know
795,796,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,19,1,test,,PennController,20,_Trial_,Start,1587061849410.0,18736,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,bears,mammals,fruit,A,,cb,2,none,know
796,797,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,19,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061853461.0,18736,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,bears,mammals,fruit,A,,cb,2,none,know
797,798,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,19,1,test,,PennController,20,_Trial_,End,1587061853462.0,18736,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,bears,mammals,fruit,A,,cb,2,none,know
803,804,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,28,1,test,,PennController,29,_Trial_,Start,1587061863442.0,18736,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,pythons,reptiles,mammals,A,,cb,2,none,know
804,805,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061864631.0,18736,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,pythons,reptiles,mammals,A,,cb,2,none,know
805,806,1587061878,4f306e6854f04491752a1af96b7a5530,PennController,28,1,test,,PennController,29,_Trial_,End,1587061864631.0,18736,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,pythons,reptiles,mammals,A,,cb,2,none,know
883,884,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,24,1,test,,PennController,25,_Trial_,Start,1587061906453.0,18619,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,A,,cb,2,none,know
884,885,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,24,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061907270.0,18619,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,A,,cb,2,none,know
885,886,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,24,1,test,,PennController,25,_Trial_,End,1587061907272.0,18619,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,cobras,reptiles,mammals,A,,cb,2,none,know
887,888,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,18,1,test,,PennController,19,_Trial_,Start,1587061909285.0,18619,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,salmon,fishes,birds,A,,cb,2,none,know
888,889,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,18,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061909596.0,18619,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,salmon,fishes,birds,A,,cb,2,none,know
889,890,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,18,1,test,,PennController,19,_Trial_,End,1587061909598.0,18619,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,salmon,fishes,birds,A,,cb,2,none,know
891,892,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,29,1,test,,PennController,30,_Trial_,Start,1587061911971.0,18619,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,bees,insects,fishes,A,,cb,2,none,know
892,893,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061912280.0,18619,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,bees,insects,fishes,A,,cb,2,none,know
893,894,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,29,1,test,,PennController,30,_Trial_,End,1587061912282.0,18619,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,bees,insects,fishes,A,,cb,2,none,know
895,896,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,23,1,test,,PennController,24,_Trial_,Start,1587061914649.0,18619,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,cows,mammals,fruit,A,,cb,2,none,know
896,897,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,23,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061916040.0,18619,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,cows,mammals,fruit,A,,cb,2,none,know
897,898,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,23,1,test,,PennController,24,_Trial_,End,1587061916042.0,18619,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,cows,mammals,fruit,A,,cb,2,none,know
899,900,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,26,1,test,,PennController,27,_Trial_,Start,1587061918406.0,18619,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,tortoises,reptiles,mammals,A,,cb,2,none,know
900,901,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,26,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061920298.0,18619,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,tortoises,reptiles,mammals,A,,cb,2,none,know
901,902,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,26,1,test,,PennController,27,_Trial_,End,1587061920300.0,18619,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,tortoises,reptiles,mammals,A,,cb,2,none,know
903,904,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,28,1,test,,PennController,29,_Trial_,Start,1587061922671.0,18619,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,pythons,reptiles,mammals,A,,cb,2,none,know
904,905,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,28,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061923055.0,18619,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,pythons,reptiles,mammals,A,,cb,2,none,know
905,906,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,28,1,test,,PennController,29,_Trial_,End,1587061923057.0,18619,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,pythons,reptiles,mammals,A,,cb,2,none,know
915,916,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,20,1,test,,PennController,21,_Trial_,Start,1587061930376.0,18619,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,tunas,fishes,birds,A,,cb,2,none,know
916,917,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,20,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061930782.0,18619,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,tunas,fishes,birds,A,,cb,2,none,know
917,918,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,20,1,test,,PennController,21,_Trial_,End,1587061930784.0,18619,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,tunas,fishes,birds,A,,cb,2,none,know
919,920,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,22,1,test,,PennController,23,_Trial_,Start,1587061933156.0,18619,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,trouts,fishes,birds,A,,cb,2,none,know
920,921,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,22,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061933939.0,18619,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,trouts,fishes,birds,A,,cb,2,none,know
921,922,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,22,1,test,,PennController,23,_Trial_,End,1587061933940.0,18619,CB,3,Matching,Zoologists don't know that,Token,Category,T3,1.0,1,expert,trouts,fishes,birds,A,,cb,2,none,know
923,924,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,21,1,test,,PennController,22,_Trial_,Start,1587061935954.0,18619,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,monkeys,mammals,fruit,A,,cb,2,none,know
924,925,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,21,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061936817.0,18619,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,monkeys,mammals,fruit,A,,cb,2,none,know
925,926,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,21,1,test,,PennController,22,_Trial_,End,1587061936821.0,18619,CB,2,Mismatching,Zoologists know that,Token,Category,T2,0.0,0,expert,monkeys,mammals,fruit,A,,cb,2,none,know
931,932,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,25,1,test,,PennController,26,_Trial_,Start,1587061941505.0,18619,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,A,,cb,2,none,know
932,933,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,25,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061941842.0,18619,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,A,,cb,2,none,know
933,934,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,25,1,test,,PennController,26,_Trial_,End,1587061941845.0,18619,CB,4,Mismatching,Zoologists don't know that,Token,Category,T1,1.0,0,expert,ticks,insects,fishes,A,,cb,2,none,know
935,936,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,27,1,test,,PennController,28,_Trial_,Start,1587061944208.0,18619,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,beetles,insects,fishes,A,,cb,2,none,know
936,937,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,27,1,test,,Selector,unnamed-Selector,Selection,Disagree,1587061944598.0,18619,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,beetles,insects,fishes,A,,cb,2,none,know
937,938,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,27,1,test,,PennController,28,_Trial_,End,1587061944600.0,18619,CB,5,Matching,Babies don't know that,Token,Category,T6,1.0,1,novice,beetles,insects,fishes,A,,cb,2,none,know
939,940,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,19,1,test,,PennController,20,_Trial_,Start,1587061946620.0,18619,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,bears,mammals,fruit,A,,cb,2,none,know
940,941,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,19,1,test,,Selector,unnamed-Selector,Selection,Agree,1587061946808.0,18619,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,bears,mammals,fruit,A,,cb,2,none,know
941,942,1587061967,70fdbaf40a0b27edec993f0a1b06fd33,PennController,19,1,test,,PennController,20,_Trial_,End,1587061946810.0,18619,CB,1,Matching,Zoologists know that,Token,Category,T4,0.0,1,expert,bears,mammals,fruit,A,,cb,2,none,know
1014,1015,1587062208,49c3755f6b699168107da2d3d84c6655,PennController,29,1,test,,PennController,30,_Trial_,Start,1587062098706.0,18307,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,watermellon,fruits,insects,B,,cb,2,none,know
1015,1016,1587062208,49c3755f6b699168107da2d3d84c6655,PennController,29,1,test,,Selector,unnamed-Selector,Selection,Agree,1587062102845.0,18307,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,watermellon,fruits,insects,B,,cb,2,none,know
1016,1017,1587062208,49c3755f6b699168107da2d3d84c6655,PennController,29,1,test,,PennController,30,_Trial_,End,1587062102846.0,18307,CB,6,Mismatching,Babies don't know that,Token,Category,T5,1.0,0,novice,watermellon,fruits,insects,B,,cb,2,none,know
